OBJECTID,PlotID,Date,Type,y,x,RASTERVALU
150,104,5/8/2015 0:00:00,Pellet,46.537630000000000,-113.934810000000000,6
151,104,5/8/2015 0:00:00,Forage,46.537630000000000,-113.934810000000000,6
152,105,5/19/2015 0:00:00,Pellet,46.713810000000002,-113.971310000000000,3
153,105,5/19/2015 0:00:00,Forage,46.713810000000002,-113.971310000000000,3
154,106,8/22/2014 0:00:00,Biomass,46.696689999999997,-113.753020000000010,3
155,106,5/21/2015 0:00:00,Pellet,46.693919999999999,-114.102819999999990,2
156,106,5/21/2015 0:00:00,Forage,46.693919999999999,-114.102819999999990,2
157,107,5/21/2015 0:00:00,Pellet,46.436259999999997,-113.935180000000000,3
158,107,5/21/2015 0:00:00,Forage,46.436259999999997,-113.935180000000000,3
159,108,8/22/2014 0:00:00,Biomass,46.696770000000001,-113.754970000000000,3
160,108,5/22/2015 0:00:00,Pellet,46.652369999999998,-113.871219999999990,4
161,108,5/22/2015 0:00:00,Forage,46.652369999999998,-113.871219999999990,4
162,109,8/22/2014 0:00:00,Biomass,46.697640000000000,-113.755930000000010,3
163,109,5/22/2015 0:00:00,Pellet,46.687159999999999,-114.035749999999990,7
164,109,5/22/2015 0:00:00,Forage,46.687159999999999,-114.035749999999990,7
165,110,6/2/2015 0:00:00,Pellet,46.728349999999999,-114.009069999999990,6
166,110,6/2/2015 0:00:00,Forage,46.728349999999999,-114.009069999999990,6
167,111,6/4/2015 0:00:00,Pellet,46.812680000000000,-113.874630000000000,6
168,111,6/4/2015 0:00:00,Forage,46.812680000000000,-113.874630000000000,6
169,112,6/4/2015 0:00:00,Pellet,46.452620000000003,-113.869210000000000,3
170,112,6/4/2015 0:00:00,Forage,46.452620000000003,-113.869210000000000,3
171,113,6/5/2015 0:00:00,Pellet,46.706800000000001,-114.097179999999990,2
172,113,6/5/2015 0:00:00,Forage,46.706800000000001,-114.097179999999990,2
173,114,6/17/2015 0:00:00,Pellet,46.740290000000002,-113.929770000000000,6
174,114,6/17/2015 0:00:00,Forage,46.740290000000002,-113.929770000000000,6
175,115,6/18/2015 0:00:00,Pellet,46.669150000000002,-113.827770000000000,3
176,115,6/18/2015 0:00:00,Forage,46.669150000000002,-113.827770000000000,3
177,116,6/18/2015 0:00:00,Pellet,46.705559999999998,-114.097810000000000,6
178,116,6/18/2015 0:00:00,Forage,46.705559999999998,-114.097810000000000,6
179,117,6/18/2015 0:00:00,Pellet,46.709240000000001,-114.071830000000010,7
180,117,6/18/2015 0:00:00,Forage,46.709240000000001,-114.071830000000010,7
181,118,6/29/2015 0:00:00,Pellet,46.705550000000002,-114.097730000000000,6
182,118,6/29/2015 0:00:00,Forage,46.705550000000002,-114.097730000000000,6
183,119,6/29/2015 0:00:00,Pellet,46.802019999999999,-113.855940000000000,3
184,119,6/29/2015 0:00:00,Forage,46.802019999999999,-113.855940000000000,3
185,120,6/30/2015 0:00:00,Pellet,46.715119999999999,-113.959220000000000,3
186,120,6/30/2015 0:00:00,Forage,46.715119999999999,-113.959220000000000,3
187,121,6/30/2015 0:00:00,Pellet,46.742870000000003,-113.936660000000000,6
188,121,6/30/2015 0:00:00,Forage,46.742870000000003,-113.936660000000000,6
189,122,7/22/2015 0:00:00,Biomass,46.710250000000002,-113.890760000000000,3
190,122,6/30/2015 0:00:00,Pellet,46.727469999999997,-113.923790000000000,2
191,122,6/30/2015 0:00:00,Forage,46.727469999999997,-113.923790000000000,2
192,123,7/22/2015 0:00:00,Biomass,46.707760000000000,-113.893330000000010,3
193,123,7/16/2015 0:00:00,Pellet,46.689019999999999,-114.128829999999990,3
194,123,7/16/2015 0:00:00,Forage,46.689019999999999,-114.128829999999990,3
195,124,7/22/2015 0:00:00,Biomass,46.710099999999997,-113.889850000000000,3
196,124,7/16/2015 0:00:00,Pellet,46.670850000000002,-113.948890000000010,2
197,124,7/16/2015 0:00:00,Forage,46.670850000000002,-113.948890000000010,2
198,125,7/22/2015 0:00:00,Biomass,46.708460000000002,-113.891090000000010,3
199,125,7/16/2015 0:00:00,Pellet,46.805750000000003,-113.877570000000010,3
200,125,7/16/2015 0:00:00,Forage,46.805750000000003,-113.877570000000010,3
201,126,7/16/2015 0:00:00,Pellet,46.479880000000001,-113.889110000000000,0
202,126,7/16/2015 0:00:00,Forage,46.479880000000001,-113.889110000000000,0
203,127,7/30/2015 0:00:00,Pellet,46.704639999999998,-114.103030000000000,3
204,127,7/30/2015 0:00:00,Forage,46.704639999999998,-114.103030000000000,3
205,128,7/30/2015 0:00:00,Pellet,46.679679999999998,-113.876270000000010,6
206,128,7/30/2015 0:00:00,Forage,46.679679999999998,-113.876270000000010,6
207,129,7/31/2015 0:00:00,Pellet,46.783220000000000,-113.853680000000000,4
208,129,7/31/2015 0:00:00,Forage,46.783220000000000,-113.853680000000000,4
209,130,7/31/2015 0:00:00,Pellet,46.473889999999997,-113.902869999999990,3
210,130,7/31/2015 0:00:00,Forage,46.473889999999997,-113.902869999999990,3
211,131,8/20/2015 0:00:00,Biomass,46.444420000000001,-113.904400000000000,3
212,131,7/31/2015 0:00:00,Pellet,46.755690000000001,-113.956720000000000,0
213,131,7/31/2015 0:00:00,Forage,46.755690000000001,-113.956720000000000,0
214,132,8/20/2015 0:00:00,Biomass,46.439630000000001,-113.910310000000000,3
215,132,8/13/2015 0:00:00,Pellet,46.808509999999998,-113.884760000000000,3
216,132,8/13/2015 0:00:00,Forage,46.808509999999998,-113.884760000000000,3
217,133,8/20/2015 0:00:00,Biomass,46.440429999999999,-113.909610000000000,3
218,133,8/13/2015 0:00:00,Pellet,46.757359999999998,-113.857850000000000,3
219,133,8/13/2015 0:00:00,Forage,46.757359999999998,-113.857850000000000,3
220,134,8/20/2015 0:00:00,Biomass,46.444229999999997,-113.903060000000000,3
221,134,8/13/2015 0:00:00,Pellet,46.700020000000002,-113.997190000000000,3
222,134,8/13/2015 0:00:00,Forage,46.700020000000002,-113.997190000000000,3
223,135,8/20/2015 0:00:00,Biomass,46.442410000000002,-113.901150000000000,3
224,135,8/13/2015 0:00:00,Pellet,46.706099999999999,-114.100890000000010,6
225,135,8/13/2015 0:00:00,Forage,46.706099999999999,-114.100890000000010,6
226,136,8/27/2015 0:00:00,Pellet,46.815199999999997,-113.824929999999990,3
227,136,8/27/2015 0:00:00,Forage,46.815199999999997,-113.824929999999990,3
228,137,8/27/2015 0:00:00,Pellet,46.799520000000001,-113.901810000000000,4
229,137,8/27/2015 0:00:00,Forage,46.799520000000001,-113.901810000000000,4
230,138,8/27/2015 0:00:00,Pellet,46.677619999999997,-114.015540000000000,6
231,138,8/27/2015 0:00:00,Forage,46.677619999999997,-114.015540000000000,6
232,139,8/27/2015 0:00:00,Pellet,46.445010000000003,-113.936470000000000,2
233,139,8/27/2015 0:00:00,Forage,46.445010000000003,-113.936470000000000,2
234,140,9/10/2015 0:00:00,Pellet,46.673890000000000,-114.024500000000000,7
235,140,9/10/2015 0:00:00,Forage,46.673890000000000,-114.024500000000000,7
236,141,8/20/2014 0:00:00,Biomass,46.729770000000002,-113.766780000000000,3
237,141,9/10/2015 0:00:00,Pellet,46.688079999999999,-114.115030000000000,3
238,141,9/10/2015 0:00:00,Forage,46.688079999999999,-114.115030000000000,3
239,142,9/11/2015 0:00:00,Pellet,46.794420000000002,-113.761889999999990,7
240,142,9/11/2015 0:00:00,Forage,46.794420000000002,-113.761889999999990,7
241,143,9/11/2015 0:00:00,Pellet,46.723630000000000,-113.843720000000000,3
242,143,9/11/2015 0:00:00,Forage,46.723630000000000,-113.843720000000000,3
243,144,8/20/2014 0:00:00,Biomass,46.730640000000001,-113.764510000000000,3
244,144,9/24/2015 0:00:00,Pellet,46.833900000000000,-113.852650000000000,3
245,144,9/24/2015 0:00:00,Forage,46.833900000000000,-113.852650000000000,3
246,145,8/20/2014 0:00:00,Biomass,46.728420000000000,-113.769380000000000,3
247,145,9/24/2015 0:00:00,Pellet,46.669739999999997,-114.021150000000010,7
248,145,9/24/2015 0:00:00,Forage,46.669739999999997,-114.021150000000010,7
249,146,7/22/2014 0:00:00,Biomass,46.826850000000000,-113.929580000000000,2
250,146,9/24/2015 0:00:00,Pellet,46.708640000000003,-113.966750000000000,4
251,146,9/24/2015 0:00:00,Forage,46.708640000000003,-113.966750000000000,4
252,147,7/16/2014 0:00:00,Biomass,46.827190000000002,-113.924650000000000,3
253,147,9/24/2015 0:00:00,Pellet,46.469430000000003,-113.921260000000000,6
254,147,9/24/2015 0:00:00,Forage,46.469430000000003,-113.921260000000000,6
255,148,7/22/2014 0:00:00,Biomass,46.828530000000001,-113.932940000000000,3
256,148,10/6/2015 0:00:00,Pellet,46.709780000000002,-113.980900000000010,3
257,148,10/6/2015 0:00:00,Forage,46.709780000000002,-113.980900000000010,3
258,149,7/22/2014 0:00:00,Biomass,46.824860000000001,-113.931530000000000,3
259,149,10/7/2015 0:00:00,Pellet,46.787660000000002,-113.846459999999990,3
260,149,10/7/2015 0:00:00,Forage,46.787660000000002,-113.846459999999990,3
261,150,7/22/2014 0:00:00,Biomass,46.838239999999999,-113.927530000000000,3
262,150,10/7/2015 0:00:00,Pellet,46.836939999999998,-113.883170000000010,4
263,150,10/7/2015 0:00:00,Forage,46.836939999999998,-113.883170000000010,4
264,151,8/18/2015 0:00:00,Biomass,46.602570000000000,-113.904030000000010,3
265,151,10/8/2015 0:00:00,Pellet,46.464530000000003,-113.918470000000000,2
266,151,10/8/2015 0:00:00,Forage,46.464530000000003,-113.918470000000000,2
267,152,10/8/2015 0:00:00,Pellet,46.682009999999998,-114.075120000000000,6
268,152,10/8/2015 0:00:00,Forage,46.682009999999998,-114.075120000000000,6
269,153,8/18/2015 0:00:00,Biomass,46.603259999999999,-113.907529999999990,3
270,154,8/18/2015 0:00:00,Biomass,46.603589999999997,-113.904079999999990,3
271,161,8/4/2014 0:00:00,Biomass,46.827240000000003,-113.945350000000000,3
272,162,8/4/2014 0:00:00,Biomass,46.829120000000003,-113.943090000000000,3
273,164,8/4/2014 0:00:00,Biomass,46.830669999999998,-113.941370000000010,3
274,165,8/4/2014 0:00:00,Biomass,46.826219999999999,-113.945150000000000,3
275,171,8/22/2014 0:00:00,Biomass,46.764000000000003,-113.728129999999990,3
276,172,8/12/2014 0:00:00,Biomass,46.762439999999998,-113.732860000000000,3
277,173,8/22/2014 0:00:00,Biomass,46.762210000000003,-113.727639999999990,3
278,174,8/12/2014 0:00:00,Biomass,46.762210000000003,-113.734340000000000,3
279,175,8/22/2014 0:00:00,Biomass,46.759140000000002,-113.732310000000000,3
280,176,8/18/2015 0:00:00,Biomass,46.850369999999998,-113.890310000000000,3
281,179,8/18/2015 0:00:00,Biomass,46.850009999999997,-113.890940000000000,3
282,191,8/4/2015 0:00:00,Biomass,46.509520000000002,-113.856420000000000,3
283,192,8/4/2015 0:00:00,Biomass,46.513480000000001,-113.861859999999990,3
284,193,8/4/2015 0:00:00,Biomass,46.509219999999999,-113.859120000000000,3
285,194,8/3/2015 0:00:00,Biomass,46.513680000000001,-113.857119999999990,3
286,195,8/4/2015 0:00:00,Biomass,46.510260000000002,-113.857890000000000,3
287,206,8/26/2014 0:00:00,Biomass,46.764060000000001,-113.882250000000000,3
288,207,8/26/2014 0:00:00,Biomass,46.750410000000002,-113.883610000000000,3
289,208,8/26/2014 0:00:00,Biomass,46.762819999999998,-113.881940000000000,3
290,209,8/26/2014 0:00:00,Biomass,46.762990000000002,-113.879810000000010,3
291,210,8/26/2014 0:00:00,Biomass,46.759549999999997,-113.881159999999990,3
292,216,8/3/2015 0:00:00,Biomass,46.715380000000003,-113.749309999999990,3
293,217,8/3/2015 0:00:00,Biomass,46.714540000000000,-113.744260000000000,3
294,218,8/3/2015 0:00:00,Biomass,46.714379999999998,-113.746600000000000,3
295,220,8/3/2015 0:00:00,Biomass,46.713670000000000,-113.741069999999990,3
296,221,8/28/2015 0:00:00,Biomass,46.643149999999999,-113.761349999999990,3
297,222,8/28/2015 0:00:00,Biomass,46.642969999999998,-113.764580000000000,3
298,223,8/28/2015 0:00:00,Biomass,46.644159999999999,-113.763870000000000,3
299,224,8/28/2015 0:00:00,Biomass,46.643230000000003,-113.762980000000000,3
300,231,8/19/2015 0:00:00,Biomass,46.323729999999998,-113.893440000000000,3
301,232,8/19/2015 0:00:00,Biomass,46.324649999999998,-113.884330000000010,3
302,233,8/19/2015 0:00:00,Biomass,46.326219999999999,-113.887080000000000,3
303,234,8/19/2015 0:00:00,Biomass,46.325699999999998,-113.892540000000000,3
304,235,8/19/2015 0:00:00,Biomass,46.324750000000002,-113.890330000000010,3
305,237,8/29/2014 0:00:00,Biomass,46.298600000000000,-113.875300000000000,3
306,238,8/29/2014 0:00:00,Biomass,46.300899999999999,-113.872829999999990,3
307,239,8/29/2014 0:00:00,Biomass,46.297510000000003,-113.874390000000010,3
308,240,8/29/2014 0:00:00,Biomass,46.299579999999999,-113.875519999999990,3
309,244,7/24/2014 0:00:00,Biomass,46.533729999999998,-113.840059999999990,6
310,245,7/24/2014 0:00:00,Biomass,46.535200000000003,-113.837059999999990,6
311,246,7/24/2014 0:00:00,Biomass,46.534289999999999,-113.835489999999990,6
312,265,7/24/2014 0:00:00,Biomass,46.535029999999999,-113.836350000000000,6
313,266,7/24/2014 0:00:00,Biomass,46.534370000000003,-113.839340000000010,6
314,267,7/24/2014 0:00:00,Biomass,46.536409999999997,-113.843250000000000,6
315,268,7/29/2014 0:00:00,Biomass,46.535649999999997,-113.836010000000000,6
316,269,7/29/2014 0:00:00,Biomass,46.535530000000001,-113.837360000000000,6
317,270,8/6/2015 0:00:00,Biomass,46.434069999999998,-113.882639999999990,6
318,279,8/31/2015 0:00:00,Biomass,46.715710000000001,-114.051190000000010,2
319,280,8/31/2015 0:00:00,Biomass,46.710329999999999,-114.048750000000000,2
320,281,8/21/2015 0:00:00,Biomass,46.709290000000003,-114.048230000000000,2
321,282,8/21/2015 0:00:00,Biomass,46.712020000000003,-114.050929999999990,2
322,283,8/21/2015 0:00:00,Biomass,46.714630000000000,-114.051740000000000,2
323,284,7/16/2015 0:00:00,Biomass,46.671340000000001,-114.046229999999990,6
324,285,7/16/2015 0:00:00,Biomass,46.670679999999997,-114.047439999999990,6
325,286,8/17/2015 0:00:00,Biomass,46.560879999999997,-114.093870000000000,2
326,287,8/17/2015 0:00:00,Biomass,46.559750000000001,-114.094669999999990,2
327,288,8/17/2015 0:00:00,Biomass,46.561880000000002,-114.091690000000000,2
328,289,8/17/2015 0:00:00,Biomass,46.562260000000002,-114.089870000000000,2
329,290,8/14/2014 0:00:00,Biomass,46.580469999999998,-114.069640000000010,0
330,291,8/14/2014 0:00:00,Biomass,46.563110000000002,-114.093440000000000,6
331,292,8/14/2014 0:00:00,Biomass,46.580410000000001,-114.067629999999990,2
332,293,8/17/2015 0:00:00,Biomass,46.576250000000002,-114.068010000000000,2
333,294,8/14/2014 0:00:00,Biomass,46.566229999999997,-114.088489999999990,6
334,300,7/17/2014 0:00:00,Biomass,46.854559999999999,-113.884370000000000,0
335,301,7/17/2014 0:00:00,Biomass,46.855759999999997,-113.882260000000000,6
336,302,7/22/2014 0:00:00,Biomass,46.854869999999998,-113.880489999999990,3
337,303,7/17/2014 0:00:00,Biomass,46.858960000000003,-113.883600000000000,6
338,304,7/17/2014 0:00:00,Biomass,46.857520000000001,-113.883260000000010,6
339,305,8/4/2014 0:00:00,Biomass,46.818950000000001,-114.013160000000000,6
340,306,8/4/2014 0:00:00,Biomass,46.819260000000000,-114.008110000000000,6
