OBJECTID,PlotID,Date,Type,y,x,RASTERVALU
341,307,8/4/2014 0:00:00,Biomass,46.818899999999999,-114.005030000000000,0
342,308,8/4/2014 0:00:00,Biomass,46.818030000000000,-114.005150000000000,6
343,309,8/4/2014 0:00:00,Biomass,46.817560000000000,-114.010949999999990,6
344,310,8/11/2014 0:00:00,Biomass,46.740949999999998,-114.034020000000000,6
345,311,8/11/2014 0:00:00,Biomass,46.744380000000000,-114.030270000000000,6
346,312,8/11/2014 0:00:00,Biomass,46.744889999999998,-114.030869999999990,6
347,313,8/11/2014 0:00:00,Biomass,46.739750000000001,-114.034890000000000,6
348,314,8/11/2014 0:00:00,Biomass,46.739789999999999,-114.032140000000000,6
349,315,8/25/2014 0:00:00,Biomass,46.601070000000000,-113.933110000000000,6
350,316,8/25/2014 0:00:00,Biomass,46.601179999999999,-113.934140000000000,6
351,318,8/25/2014 0:00:00,Biomass,46.602209999999999,-113.931510000000000,6
352,319,8/25/2014 0:00:00,Biomass,46.602870000000003,-113.934610000000010,6
353,322,6/9/2014 0:00:00,Phenology,46.559350000000002,-113.933470000000000,6
354,322,6/30/2014 0:00:00,Phenology,46.559310000000004,-113.933430000000000,6
355,322,9/4/2014 0:00:00,Phenology,46.559289999999997,-113.933470000000000,6
356,323,6/9/2014 0:00:00,Phenology,46.562309999999997,-113.931150000000000,6
357,323,6/30/2014 0:00:00,Phenology,46.562350000000002,-113.931320000000000,6
358,323,9/4/2014 0:00:00,Phenology,46.562359999999998,-113.931180000000000,6
359,325,8/12/2014 0:00:00,Biomass,46.734229999999997,-114.044300000000010,6
360,325,5/27/2014 0:00:00,Phenology,46.734160000000003,-114.044240000000000,6
361,325,6/16/2014 0:00:00,Phenology,46.734099999999998,-114.044300000000010,6
362,325,7/10/2014 0:00:00,Phenology,46.733840000000001,-114.044210000000010,6
363,325,8/12/2014 0:00:00,Phenology,46.734229999999997,-114.044300000000010,6
364,325,9/3/2014 0:00:00,Phenology,46.734200000000001,-114.044190000000000,6
365,325,9/22/2014 0:00:00,Phenology,46.734270000000002,-114.044160000000010,6
366,325,5/25/2015 0:00:00,Phenology,46.734330000000000,-114.044300000000010,6
367,325,6/15/2015 0:00:00,Phenology,46.735129999999998,-114.044330000000000,6
368,325,7/6/2015 0:00:00,Phenology,46.734439999999999,-114.044470000000000,6
369,325,8/5/2015 0:00:00,Phenology,46.734760000000001,-114.044180000000000,6
370,325,9/11/2015 0:00:00,Phenology,46.734369999999998,-114.044590000000000,6
371,325,9/23/2015 0:00:00,Phenology,46.734969999999997,-114.044460000000000,6
372,326,8/12/2014 0:00:00,Biomass,46.731310000000001,-114.046380000000000,6
373,326,5/20/2014 0:00:00,Phenology,46.731360000000002,-114.047180000000000,6
374,326,6/16/2014 0:00:00,Phenology,46.731250000000003,-114.046980000000000,6
375,326,7/10/2014 0:00:00,Phenology,46.731140000000003,-114.046840000000000,6
376,326,8/12/2014 0:00:00,Phenology,46.731310000000001,-114.046380000000000,6
377,326,9/3/2014 0:00:00,Phenology,46.731279999999998,-114.046420000000000,6
378,326,9/22/2014 0:00:00,Phenology,46.731290000000001,-114.046020000000000,6
379,326,5/25/2015 0:00:00,Phenology,46.438780000000001,-114.028470000000000,7
380,326,6/15/2015 0:00:00,Phenology,46.731209999999997,-114.047450000000000,6
381,326,7/6/2015 0:00:00,Phenology,46.731270000000002,-114.047389999999990,6
382,326,8/5/2015 0:00:00,Phenology,46.731299999999997,-114.047460000000000,6
383,326,9/11/2015 0:00:00,Phenology,46.731270000000002,-114.046679999999990,6
384,326,9/23/2015 0:00:00,Phenology,46.731310000000001,-113.046300000000000,6
385,327,8/12/2014 0:00:00,Biomass,46.732489999999999,-114.046850000000010,6
386,328,8/12/2014 0:00:00,Biomass,46.730170000000001,-114.043400000000010,6
387,329,8/12/2014 0:00:00,Biomass,46.733069999999998,-114.044450000000000,6
388,330,7/23/2014 0:00:00,Biomass,46.677849999999999,-113.984800000000010,6
389,331,7/21/2014 0:00:00,Biomass,46.677970000000002,-113.992290000000000,6
390,332,7/23/2014 0:00:00,Biomass,46.677250000000001,-113.990100000000000,6
391,333,7/23/2014 0:00:00,Biomass,46.679160000000003,-113.990170000000010,6
392,334,7/23/2014 0:00:00,Biomass,46.679940000000002,-113.985940000000000,6
393,335,7/21/2014 0:00:00,Biomass,46.586010000000002,-113.917080000000000,6
394,336,7/21/2014 0:00:00,Biomass,46.585720000000002,-113.919169999999990,6
395,337,7/21/2014 0:00:00,Biomass,46.586480000000002,-113.923490000000000,6
396,338,7/21/2014 0:00:00,Biomass,46.585169999999998,-113.918330000000000,6
397,339,7/21/2014 0:00:00,Biomass,46.582479999999997,-113.918280000000000,6
398,340,8/13/2014 0:00:00,Biomass,46.841419999999999,-113.964080000000000,6
399,340,5/21/2014 0:00:00,Phenology,46.841270000000002,-113.964010000000000,6
400,340,6/16/2014 0:00:00,Phenology,46.841259999999998,-113.964100000000000,6
401,340,7/10/2014 0:00:00,Phenology,46.841369999999998,-113.964170000000000,6
402,340,8/13/2014 0:00:00,Phenology,46.841419999999999,-113.964080000000000,6
403,340,9/3/2014 0:00:00,Phenology,46.841220000000000,-113.964130000000000,6
404,340,9/22/2014 0:00:00,Phenology,46.841230000000003,-113.964119999999990,6
405,340,5/27/2015 0:00:00,Phenology,46.841169999999998,-113.964389999999990,6
406,340,6/16/2015 0:00:00,Phenology,46.841110000000000,-113.964440000000000,6
407,340,7/6/2015 0:00:00,Phenology,46.841050000000003,-113.964429999999990,6
408,340,8/7/2015 0:00:00,Phenology,46.841050000000003,-113.954970000000000,4
409,340,9/9/2015 0:00:00,Phenology,46.841079999999998,-113.964590000000000,6
410,340,9/23/2015 0:00:00,Phenology,46.841230000000003,-113.964670000000000,6
411,341,8/13/2014 0:00:00,Biomass,46.838970000000003,-113.964280000000000,6
412,342,8/13/2014 0:00:00,Biomass,46.843260000000001,-113.965549999999990,6
413,343,8/13/2014 0:00:00,Biomass,46.841419999999999,-113.966520000000000,6
414,344,8/13/2014 0:00:00,Biomass,46.841189999999997,-113.966179999999990,6
415,344,5/27/2014 0:00:00,Phenology,46.841259999999998,-113.966300000000000,6
416,344,6/16/2014 0:00:00,Phenology,46.841160000000002,-113.966130000000010,6
417,344,7/10/2014 0:00:00,Phenology,46.841209999999997,-113.966130000000010,6
418,344,8/13/2014 0:00:00,Phenology,46.841189999999997,-113.966179999999990,6
419,344,9/3/2014 0:00:00,Phenology,46.841239999999999,-113.966190000000000,6
420,344,9/22/2014 0:00:00,Phenology,46.841149999999999,-113.966309999999990,6
421,344,5/27/2015 0:00:00,Phenology,46.841220000000000,-113.966220000000010,6
422,344,6/16/2015 0:00:00,Phenology,46.841169999999998,-113.966190000000000,6
423,344,7/6/2015 0:00:00,Phenology,46.841209999999997,-113.966240000000000,6
424,344,8/7/2015 0:00:00,Phenology,46.841209999999997,-113.966179999999990,6
425,344,9/9/2015 0:00:00,Phenology,46.841189999999997,-113.966230000000000,6
426,344,9/23/2015 0:00:00,Phenology,46.841479999999997,-113.966320000000000,6
427,345,7/23/2015 0:00:00,Biomass,46.749789999999997,-113.995800000000000,6
428,346,7/23/2015 0:00:00,Biomass,46.748109999999997,-113.994760000000000,6
429,347,7/23/2015 0:00:00,Biomass,46.748860000000001,-113.990390000000000,6
430,348,7/23/2015 0:00:00,Biomass,46.774880000000003,-113.996630000000000,3
431,349,7/23/2015 0:00:00,Biomass,46.749319999999997,-113.999740000000000,6
432,359,7/23/2014 0:00:00,Biomass,46.548969999999997,-113.920750000000000,6
433,360,7/23/2014 0:00:00,Biomass,46.548290000000001,-113.915250000000000,6
434,361,7/23/2014 0:00:00,Biomass,46.548810000000003,-113.911630000000000,6
435,362,7/23/2014 0:00:00,Biomass,46.547680000000000,-113.918920000000000,6
436,363,7/23/2014 0:00:00,Biomass,46.551490000000001,-113.913770000000000,6
437,364,8/18/2014 0:00:00,Biomass,46.539740000000002,-113.905710000000000,6
438,364,5/26/2014 0:00:00,Phenology,46.539650000000002,-113.905610000000000,6
439,364,6/16/2014 0:00:00,Phenology,46.539729999999999,-113.905640000000010,6
440,364,7/9/2014 0:00:00,Phenology,46.539830000000002,-113.905720000000000,6
441,364,8/18/2014 0:00:00,Phenology,46.539740000000002,-113.905710000000000,6
442,364,9/3/2014 0:00:00,Phenology,46.539720000000003,-113.905620000000000,6
443,364,9/22/2014 0:00:00,Phenology,46.539679999999997,-113.905810000000000,6
444,364,5/26/2015 0:00:00,Phenology,46.540709999999997,-113.906080000000000,3
445,364,6/17/2015 0:00:00,Phenology,46.540649999999999,-113.906290000000000,4
446,364,7/7/2015 0:00:00,Phenology,46.539639999999999,-113.905649999999990,6
447,364,8/6/2015 0:00:00,Phenology,46.539510000000000,-113.905779999999990,6
448,364,9/9/2015 0:00:00,Phenology,46.539529999999999,-113.905750000000000,6
449,364,9/23/2015 0:00:00,Phenology,46.539700000000003,-113.905730000000010,6
450,366,8/18/2014 0:00:00,Biomass,46.538770000000000,-113.901420000000000,2
451,367,8/18/2014 0:00:00,Biomass,46.540509999999998,-113.907690000000000,6
452,367,5/26/2014 0:00:00,Phenology,46.540500000000002,-113.907470000000000,6
453,367,6/16/2014 0:00:00,Phenology,46.540469999999999,-113.907490000000000,6
454,367,7/9/2014 0:00:00,Phenology,46.540520000000001,-113.907680000000000,6
455,367,8/18/2014 0:00:00,Phenology,46.540509999999998,-113.907690000000000,6
456,367,9/3/2014 0:00:00,Phenology,46.540460000000003,-113.907749999999990,6
457,367,9/22/2014 0:00:00,Phenology,46.540509999999998,-113.907590000000000,6
458,367,5/26/2015 0:00:00,Phenology,46.540370000000003,-113.907590000000000,6
459,367,6/17/2015 0:00:00,Phenology,46.540860000000002,-113.907450000000000,6
460,367,7/7/2015 0:00:00,Phenology,46.540540000000000,-113.907619999999990,6
461,367,8/6/2015 0:00:00,Phenology,46.540419999999997,-113.907580000000000,6
462,367,9/9/2015 0:00:00,Phenology,46.540450000000000,-113.907690000000000,6
463,367,9/23/2015 0:00:00,Phenology,46.540439999999997,-113.907619999999990,6
464,368,8/18/2014 0:00:00,Biomass,46.539940000000001,-113.903540000000010,6
465,369,7/23/2014 0:00:00,Biomass,46.551110000000001,-113.910430000000010,6
466,370,7/23/2014 0:00:00,Biomass,46.547890000000002,-113.908750000000000,6
467,371,7/23/2014 0:00:00,Biomass,46.551310000000001,-113.913120000000010,6
468,372,7/23/2014 0:00:00,Biomass,46.549430000000001,-113.911520000000000,6
469,373,7/23/2014 0:00:00,Biomass,46.550379999999997,-113.914360000000000,6
470,374,7/18/2014 0:00:00,Biomass,46.497019999999999,-113.951420000000000,6
471,375,7/17/2014 0:00:00,Biomass,46.493020000000001,-113.955240000000000,7
472,376,7/17/2014 0:00:00,Biomass,46.492240000000002,-113.956830000000000,7
473,377,7/17/2014 0:00:00,Biomass,46.495300000000000,-113.953570000000000,7
474,378,7/18/2014 0:00:00,Biomass,46.496989999999997,-113.953149999999990,6
475,379,7/15/2015 0:00:00,Biomass,46.532499999999999,-113.920490000000000,6
476,380,7/15/2015 0:00:00,Biomass,46.532780000000002,-113.915160000000000,6
477,381,7/15/2015 0:00:00,Biomass,46.534720000000000,-113.916749999999990,6
478,382,7/15/2015 0:00:00,Biomass,46.535989999999998,-113.917440000000000,6
479,383,7/15/2015 0:00:00,Biomass,46.532449999999997,-113.915620000000000,6
480,384,8/5/2015 0:00:00,Biomass,46.591569999999997,-113.904619999999990,3
481,385,8/5/2015 0:00:00,Biomass,46.589430000000000,-113.903980000000000,3
482,386,8/5/2015 0:00:00,Biomass,46.591140000000003,-113.903220000000000,6
483,387,8/5/2015 0:00:00,Biomass,46.590420000000002,-113.907540000000000,6
484,401,7/18/2014 0:00:00,Biomass,46.497250000000001,-113.944180000000000,6
485,402,7/18/2014 0:00:00,Biomass,46.496769999999998,-113.939380000000000,6
486,425,8/27/2014 0:00:00,Biomass,46.758499999999998,-113.840920000000000,3
487,426,8/27/2014 0:00:00,Biomass,46.750749999999996,-113.837840000000000,3
488,427,8/27/2014 0:00:00,Biomass,46.749409999999997,-113.841350000000010,4
489,428,8/27/2014 0:00:00,Biomass,46.749429999999997,-113.842389999999990,4
490,429,8/27/2014 0:00:00,Biomass,46.746319999999997,-113.842810000000000,4
491,430,7/24/2015 0:00:00,Biomass,46.507399999999997,-113.844220000000010,4
492,431,7/24/2015 0:00:00,Biomass,46.507590000000000,-113.844399999999990,4
493,432,7/24/2015 0:00:00,Biomass,46.507980000000003,-113.842620000000000,5
494,444,7/24/2015 0:00:00,Biomass,46.731140000000003,-113.700550000000010,0
495,445,7/24/2015 0:00:00,Biomass,46.732280000000003,-113.700970000000000,2
496,446,7/24/2015 0:00:00,Biomass,46.733220000000003,-113.701510000000000,2
497,447,8/28/2014 0:00:00,Biomass,46.616419999999998,-113.635160000000000,4
498,448,8/28/2014 0:00:00,Biomass,46.615299999999998,-113.630590000000000,5
499,449,8/28/2014 0:00:00,Biomass,46.617820000000002,-113.634220000000000,4
500,450,8/28/2014 0:00:00,Biomass,46.617019999999997,-113.638140000000010,4
501,459,8/22/2014 0:00:00,Biomass,46.820279999999997,-113.914120000000000,4
502,460,8/7/2014 0:00:00,Biomass,46.822839999999999,-113.913349999999990,5
503,461,8/15/2014 0:00:00,Biomass,46.819000000000003,-113.908590000000000,0
504,462,8/7/2014 0:00:00,Biomass,46.822539999999996,-113.912580000000010,0
505,464,8/12/2014 0:00:00,Biomass,46.760730000000002,-113.737880000000000,4
506,465,8/12/2014 0:00:00,Biomass,46.761539999999997,-113.738249999999990,4
507,466,8/12/2014 0:00:00,Biomass,46.760500000000000,-113.739300000000000,4
508,467,8/12/2014 0:00:00,Biomass,46.760410000000000,-113.735730000000000,4
509,468,8/12/2014 0:00:00,Biomass,46.761629999999997,-113.734889999999990,4
510,473,7/21/2014 0:00:00,Biomass,46.577770000000001,-113.920810000000000,4
511,475,7/30/2015 0:00:00,Biomass,46.578139999999998,-113.659229999999990,6
512,476,7/30/2015 0:00:00,Biomass,46.581750000000000,-113.668690000000000,4
513,477,7/30/2015 0:00:00,Biomass,46.580880000000001,-113.665640000000000,4
514,481,8/5/2014 0:00:00,Biomass,46.739170000000001,-113.980210000000000,4
515,482,8/5/2014 0:00:00,Biomass,46.739690000000003,-113.980710000000000,4
516,483,8/5/2014 0:00:00,Biomass,46.739359999999998,-113.981920000000000,4
517,484,8/5/2014 0:00:00,Biomass,46.740139999999997,-113.984950000000000,3
518,485,8/5/2014 0:00:00,Biomass,46.741520000000001,-113.977400000000000,4
519,486,8/18/2015 0:00:00,Biomass,46.601520000000001,-113.990420000000000,7
520,488,8/18/2015 0:00:00,Biomass,46.603169999999999,-113.901500000000000,3
521,493,8/18/2015 0:00:00,Biomass,46.589649999999999,-113.907749999999990,4
522,495,8/5/2014 0:00:00,Biomass,46.746789999999997,-113.984179999999990,4
523,496,8/5/2014 0:00:00,Biomass,46.746150000000000,-113.985740000000010,4
524,497,8/5/2014 0:00:00,Biomass,46.746569999999998,-113.982770000000000,4
525,498,7/31/2014 0:00:00,Biomass,46.747199999999999,-113.981190000000000,4
526,499,7/31/2014 0:00:00,Biomass,46.747320000000002,-113.979980000000000,4
527,505,7/17/2015 0:00:00,Biomass,46.537619999999997,-113.898219999999990,4
528,506,7/17/2015 0:00:00,Biomass,46.538890000000002,-113.896100000000000,2
529,507,7/17/2015 0:00:00,Biomass,46.537640000000003,-113.896940000000000,2
530,508,7/17/2015 0:00:00,Biomass,46.539090000000002,-113.900830000000000,4
531,509,8/26/2014 0:00:00,Biomass,46.516240000000003,-113.854930000000000,4
532,511,8/26/2014 0:00:00,Biomass,46.517769999999999,-113.856190000000000,2
533,512,8/26/2014 0:00:00,Biomass,46.517420000000001,-113.854750000000000,3
534,513,7/23/2014 0:00:00,Biomass,46.543979999999998,-113.910360000000000,4
535,514,7/23/2014 0:00:00,Biomass,46.544580000000003,-113.916070000000000,4
536,516,7/23/2014 0:00:00,Biomass,46.544600000000003,-113.912160000000000,4
537,522,8/28/2015 0:00:00,Biomass,46.728330000000000,-113.749380000000000,5
538,523,8/28/2015 0:00:00,Biomass,46.725870000000000,-113.746979999999990,4
539,524,8/28/2015 0:00:00,Biomass,46.728340000000003,-113.751270000000010,4
540,525,8/28/2015 0:00:00,Biomass,46.728220000000000,-113.753020000000010,4
541,527,8/6/2014 0:00:00,Biomass,46.748269999999998,-113.966840000000000,4
542,528,8/6/2014 0:00:00,Biomass,46.749510000000001,-113.965990000000010,4
543,529,8/6/2014 0:00:00,Biomass,46.750700000000002,-113.967500000000000,3
544,530,8/6/2014 0:00:00,Biomass,46.747709999999998,-113.968890000000000,4
545,538,8/21/2015 0:00:00,Biomass,46.577480000000001,-113.822430000000000,2
546,539,8/21/2015 0:00:00,Biomass,46.575769999999999,-113.821410000000000,3
547,540,8/21/2015 0:00:00,Biomass,46.578209999999999,-113.823890000000010,2
548,541,8/21/2015 0:00:00,Biomass,46.575249999999997,-113.822819999999990,3
549,548,7/27/2015 0:00:00,Biomass,46.399389999999997,-113.697590000000010,2
550,550,7/27/2015 0:00:00,Biomass,46.400550000000003,-113.701970000000000,2
551,551,7/28/2015 0:00:00,Biomass,46.395150000000001,-113.686750000000000,2
552,552,7/28/2015 0:00:00,Biomass,46.392110000000002,-113.683920000000000,2
553,554,7/28/2015 0:00:00,Biomass,46.393219999999999,-113.686070000000000,2
554,567,8/19/2014 0:00:00,Biomass,46.695020000000000,-113.790820000000000,2
555,569,8/19/2014 0:00:00,Biomass,46.693080000000002,-113.792420000000010,2
556,570,8/19/2014 0:00:00,Biomass,46.692439999999998,-113.793080000000000,2
557,571,8/19/2014 0:00:00,Biomass,46.694029999999998,-113.791820000000000,3
558,573,8/25/2014 0:00:00,Biomass,46.719140000000003,-113.975700000000000,2
559,575,8/25/2014 0:00:00,Biomass,46.718209999999999,-113.974490000000000,2
560,577,8/20/2014 0:00:00,Biomass,46.708140000000000,-113.908850000000000,2
561,580,8/20/2014 0:00:00,Biomass,46.704509999999999,-113.902040000000000,3
562,581,8/20/2014 0:00:00,Biomass,46.709099999999999,-113.307650000000000,5
563,592,8/21/2014 0:00:00,Biomass,46.763990000000000,-113.812770000000000,4
564,593,8/21/2014 0:00:00,Biomass,46.763579999999997,-113.814350000000000,2
565,594,8/21/2014 0:00:00,Biomass,46.764360000000003,-113.809450000000000,3
566,595,8/21/2014 0:00:00,Biomass,46.764319999999998,-113.808470000000000,3
567,605,8/18/2014 0:00:00,Biomass,46.762729999999998,-113.828080000000000,2
568,606,8/18/2014 0:00:00,Biomass,46.762500000000003,-113.825890000000000,3
569,608,8/18/2014 0:00:00,Biomass,46.761940000000003,-113.829910000000000,3
570,609,8/18/2014 0:00:00,Biomass,46.762380000000000,-113.828840000000000,2
571,613,8/31/2015 0:00:00,Biomass,46.393180000000001,-113.896050000000000,2
572,614,8/31/2015 0:00:00,Biomass,46.394390000000001,-113.898970000000010,3
573,616,8/14/2014 0:00:00,Biomass,46.601089999999999,-113.857540000000000,2
574,617,8/13/2014 0:00:00,Biomass,46.601250000000000,-113.853630000000000,2
575,618,8/13/2014 0:00:00,Biomass,46.598250000000000,-113.859240000000000,2
576,619,8/13/2014 0:00:00,Biomass,46.601669999999999,-113.860600000000010,2
577,620,7/29/2015 0:00:00,Biomass,46.439309999999999,-113.747210000000000,2
578,621,7/29/2015 0:00:00,Biomass,46.435920000000003,-113.744870000000010,2
579,623,7/29/2015 0:00:00,Biomass,46.438350000000000,-113.746190000000000,3
580,628,7/20/2015 0:00:00,Biomass,46.756030000000003,-114.008610000000000,2
581,629,7/20/2015 0:00:00,Biomass,46.758200000000002,-114.008450000000000,6
582,630,7/20/2015 0:00:00,Biomass,46.755409999999998,-114.008900000000000,4
583,631,7/20/2015 0:00:00,Biomass,46.758090000000003,-114.010420000000000,3
584,632,8/25/2014 0:00:00,Biomass,46.676710000000000,-113.767880000000010,3
585,633,8/25/2014 0:00:00,Biomass,46.676850000000002,-113.768680000000000,3
586,634,8/25/2014 0:00:00,Biomass,46.677390000000003,-113.770110000000000,3
587,635,8/25/2014 0:00:00,Biomass,46.673369999999998,-113.763490000000000,2
588,646,8/15/2014 0:00:00,Biomass,46.818710000000003,-113.906060000000000,3
589,648,8/15/2014 0:00:00,Biomass,46.817869999999999,-113.902590000000000,2
590,649,8/15/2014 0:00:00,Biomass,46.822090000000003,-113.912450000000010,2
591,658,8/27/2015 0:00:00,Biomass,46.462269999999997,-113.915270000000010,6
592,659,8/27/2015 0:00:00,Biomass,46.465870000000002,-113.914400000000000,2
593,660,8/27/2015 0:00:00,Biomass,46.462750000000000,-113.914730000000010,2
594,671,7/16/2014 0:00:00,Biomass,46.468789999999998,-113.903390000000000,2
595,672,7/15/2014 0:00:00,Biomass,46.471780000000003,-113.905880000000000,3
596,673,7/15/2014 0:00:00,Biomass,46.471359999999997,-113.903380000000000,4
597,674,7/16/2014 0:00:00,Biomass,46.470289999999999,-113.903780000000000,2
598,675,7/15/2014 0:00:00,Biomass,46.475110000000001,-113.900409999999990,2
599,676,7/15/2014 0:00:00,Biomass,46.473880000000001,-113.897630000000010,2
600,677,7/15/2014 0:00:00,Biomass,46.472569999999997,-113.897340000000000,2
601,678,7/15/2014 0:00:00,Biomass,46.475769999999997,-113.895340000000000,2
602,680,8/7/2015 0:00:00,Biomass,46.661619999999999,-113.841130000000010,4
603,680,7/9/2014 0:00:00,Phenology,46.661720000000003,-113.841010000000000,3
604,680,9/4/2014 0:00:00,Phenology,46.661679999999997,-113.841070000000000,3
605,680,9/23/2014 0:00:00,Phenology,46.661589999999997,-113.841190000000000,6
606,680,6/1/2015 0:00:00,Phenology,46.661520000000003,-113.841240000000000,6
607,680,6/17/2015 0:00:00,Phenology,46.661450000000002,-113.841380000000000,6
608,680,7/2/2015 0:00:00,Phenology,46.661639999999998,-113.841089999999990,3
609,680,8/7/2015 0:00:00,Phenology,46.661619999999999,-113.841130000000010,4
610,680,9/9/2015 0:00:00,Phenology,46.661569999999998,-113.841130000000010,6
611,680,9/23/2015 0:00:00,Phenology,46.661560000000001,-113.841190000000000,6
612,681,8/7/2015 0:00:00,Biomass,46.479480000000002,-113.900229999999990,0
613,681,6/23/2014 0:00:00,Phenology,46.479520000000001,-113.900170000000000,0
614,681,7/10/2014 0:00:00,Phenology,46.479520000000001,-113.900189999999990,0
615,681,9/4/2014 0:00:00,Phenology,46.480069999999998,-113.900099999999990,4
616,681,9/23/2014 0:00:00,Phenology,46.479419999999998,-113.900220000000000,0
617,681,5/28/2015 0:00:00,Phenology,46.479520000000001,-113.900200000000000,0
618,681,6/16/2015 0:00:00,Phenology,46.479489999999998,-113.900220000000000,0
619,681,7/3/2015 0:00:00,Phenology,46.479480000000002,-113.900250000000000,0
620,681,8/7/2015 0:00:00,Phenology,46.479480000000002,-113.900229999999990,0
621,681,9/9/2015 0:00:00,Phenology,46.479480000000002,-113.900250000000000,0
622,681,9/23/2015 0:00:00,Phenology,46.479509999999998,-113.900170000000000,0
623,682,7/15/2015 0:00:00,Biomass,46.690759999999997,-113.987530000000010,6
624,682,5/20/2015 0:00:00,Phenology,46.690570000000001,-113.987680000000000,6
625,682,6/15/2015 0:00:00,Phenology,46.690770000000001,-113.987600000000000,6
626,682,7/2/2015 0:00:00,Phenology,46.690820000000002,-113.987540000000000,6
627,682,7/15/2015 0:00:00,Phenology,46.690759999999997,-113.987530000000010,6
628,682,9/9/2015 0:00:00,Phenology,46.690570000000001,-113.987950000000000,6
629,682,9/23/2015 0:00:00,Phenology,46.690869999999997,-113.987500000000000,6
630,683,7/15/2015 0:00:00,Biomass,46.696539999999999,-113.986520000000000,6
631,684,7/15/2015 0:00:00,Biomass,46.797210000000000,-113.986160000000000,3
632,685,7/15/2015 0:00:00,Biomass,46.695940000000000,-113.987790000000000,6
633,686,7/15/2015 0:00:00,Biomass,46.690150000000003,-113.989230000000010,4
634,686,5/20/2015 0:00:00,Phenology,46.689889999999998,-113.989400000000000,4
635,686,6/15/2015 0:00:00,Phenology,46.690219999999997,-113.989270000000000,4
636,686,7/2/2015 0:00:00,Phenology,46.690280000000001,-113.988940000000000,2
637,686,7/15/2015 0:00:00,Phenology,46.690150000000003,-113.989230000000010,4
638,686,9/9/2015 0:00:00,Phenology,46.689940000000000,-113.989430000000000,4
639,686,9/23/2015 0:00:00,Phenology,46.690260000000002,-113.988910000000000,2
640,690,8/25/2015 0:00:00,Biomass,46.695430000000002,-113.981640000000000,4
641,691,8/25/2015 0:00:00,Biomass,46.695270000000001,-113.979400000000000,3
642,692,8/25/2015 0:00:00,Biomass,46.698590000000003,-113.980970000000000,2
643,693,8/25/2015 0:00:00,Biomass,46.696399999999997,-113.979460000000000,4
644,694,8/25/2015 0:00:00,Biomass,46.697400000000002,-113.982760000000000,4
645,695,8/25/2015 0:00:00,Biomass,46.701410000000003,-113.999330000000000,6
646,696,8/25/2015 0:00:00,Biomass,46.702320000000000,-113.998720000000010,6
647,697,8/25/2015 0:00:00,Biomass,46.698979999999999,-113.999380000000000,4
648,698,8/25/2015 0:00:00,Biomass,46.699069999999999,-113.999920000000000,3
649,699,8/25/2015 0:00:00,Biomass,46.699140000000000,-114.000200000000010,3
650,700,7/28/2014 0:00:00,Biomass,46.007910000000003,-114.038200000000000,3
651,701,7/29/2014 0:00:00,Biomass,46.002040000000001,-114.038860000000000,3
652,702,7/29/2014 0:00:00,Biomass,46.007199999999997,-114.037859999999990,3
653,703,7/29/2014 0:00:00,Biomass,46.002189999999999,-114.034499999999990,3
654,709,7/30/2014 0:00:00,Biomass,45.976320000000001,-114.033199999999990,6
655,711,7/30/2014 0:00:00,Biomass,45.975990000000003,-114.033810000000000,6
656,712,7/30/2014 0:00:00,Biomass,45.973370000000003,-114.035310000000000,2
657,713,7/29/2014 0:00:00,Biomass,45.975119999999997,-114.029950000000000,0
658,719,7/29/2014 0:00:00,Biomass,46.004750000000001,-114.036810000000000,3
659,720,7/29/2014 0:00:00,Biomass,45.999969999999998,-114.031490000000010,3
660,722,7/29/2014 0:00:00,Biomass,46.001120000000000,-114.037110000000000,3
661,723,7/28/2014 0:00:00,Biomass,46.003219999999999,-114.029020000000000,3
662,724,8/12/2015 0:00:00,Biomass,45.961050000000000,-113.992890000000000,3
663,725,8/12/2015 0:00:00,Biomass,45.962739999999997,-113.994640000000000,3
664,726,8/12/2015 0:00:00,Biomass,45.960979999999999,-113.990160000000000,3
665,727,8/12/2015 0:00:00,Biomass,46.961770000000001,-113.997750000000000,3
666,728,8/12/2015 0:00:00,Biomass,45.959260000000000,-113.997150000000000,3
667,734,8/27/2014 0:00:00,Biomass,46.662979999999997,-113.817840000000000,3
668,736,8/27/2014 0:00:00,Biomass,46.662790000000001,-113.815160000000010,3
669,789,8/21/2014 0:00:00,Biomass,46.119900000000001,-114.029090000000000,3
670,790,8/21/2014 0:00:00,Biomass,46.119630000000001,-114.025769999999990,3
671,791,8/21/2014 0:00:00,Biomass,46.118749999999999,-114.028370000000000,3
672,793,8/21/2014 0:00:00,Biomass,46.119950000000003,-114.027910000000010,3
673,794,7/31/2014 0:00:00,Biomass,45.960299999999997,-113.951880000000000,3
674,795,7/31/2014 0:00:00,Biomass,45.958480000000002,-113.954550000000000,3
675,796,7/31/2014 0:00:00,Biomass,45.964289999999998,-113.954830000000000,3
676,797,7/30/2014 0:00:00,Biomass,45.962530000000001,-113.956180000000000,3
677,798,7/30/2014 0:00:00,Biomass,45.964720000000000,-113.956810000000000,3
678,799,7/25/2014 0:00:00,Biomass,46.672879999999999,-113.851590000000000,3
679,800,7/25/2014 0:00:00,Biomass,46.674239999999998,-113.851969999999990,3
680,802,7/25/2014 0:00:00,Biomass,46.674509999999998,-113.853980000000010,6
